STRUCTURE,STRUCTURE_ID,ACTION,REF_AREA,MEASURE,FREQ,TIME_PERIOD,OBS_VALUE,OBS_STATUS,UNIT_MEASURE,UNIT_MULT,CURRENCY,BASE_PER,METHODOLOGY,DECIMALS,PRICE_BASE,ADJUSTMENT
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,XPERF_ANNPCT,A,2025,-0.45784300036386,,PA,0,,,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,KTPV,A,1995,542933763242.348,,XDC,0,EUR,2015,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,KTPV,A,1996,549648178948.88,,XDC,0,EUR,2015,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,KTPV,A,1997,556812017252.652,,XDC,0,EUR,2015,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,KTPV,A,1998,569588268447.671,,XDC,0,EUR,2015,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,KTPV,A,1999,584074552282.532,,XDC,0,EUR,2015,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,KTPV,A,2000,598735763191.866,,XDC,0,EUR,2015,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,KTPV,A,2001,614485551755.685,,XDC,0,EUR,2015,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,KTPV,A,2002,629167963277.019,,XDC,0,EUR,2015,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,KTPV,A,2003,648780797295.996,,XDC,0,EUR,2015,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,KTPV,A,2004,668623330927.932,,XDC,0,EUR,2015,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,KTPV,A,2005,681933919991.994,,XDC,0,EUR,2015,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,KTPV,A,2006,702183290853.916,,XDC,0,EUR,2015,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,KTPV,A,2007,728870281447.186,,XDC,0,EUR,2015,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,KTPV,A,2008,750016415148.616,,XDC,0,EUR,2015,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,KTPV,A,2009,762600042257.03,,XDC,0,EUR,2015,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,KTPV,A,2010,765562703353.049,,XDC,0,EUR,2015,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,KTPV,A,2011,758899731085.205,,XDC,0,EUR,2015,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,KTPV,A,2012,746629197363.944,,XDC,0,EUR,2015,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,KTPV,A,2013,733341713884.577,,XDC,0,EUR,2015,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,KTPV,A,2014,719861922612.338,,XDC,0,EUR,2015,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,KTPV,A,2015,706820515243.426,,XDC,0,EUR,2015,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,KTPV,A,2016,694601074832.624,,XDC,0,EUR,2015,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,KTPV,A,2017,684327465604.823,,XDC,0,EUR,2015,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,KTPV,A,2018,673342137842.047,,XDC,0,EUR,2015,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,KTPV,A,2019,662000188287.557,,XDC,0,EUR,2015,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,KTPV,A,2020,650937953983.472,,XDC,0,EUR,2015,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,KTPV,A,2021,644001542396.279,,XDC,0,EUR,2015,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,KTPV,A,2022,640006718956.121,,XDC,0,EUR,2015,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,KTPV,A,2023,637097779793.833,,XDC,0,EUR,2015,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,KTPV,A,2024,635024081795.121,,XDC,0,EUR,2015,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,KTPV,A,2025,635474530599.631,,XDC,0,EUR,2015,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,PDTY,A,1995,0.895455831177079,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,PDTY,A,1996,0.926247980108925,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,PDTY,A,1997,0.971473573053762,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,PDTY,A,1998,0.96690262277222,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,PDTY,A,1999,0.996466829348914,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,PDTY,A,2000,1.0320852945271,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,PDTY,A,2001,1.07083267348976,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,PDTY,A,2002,1.08629835663482,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,PDTY,A,2003,1.13345558215484,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,PDTY,A,2004,1.16282307143736,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,PDTY,A,2005,1.15892909099741,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,PDTY,A,2006,1.20270532536649,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,PDTY,A,2007,1.22563985477693,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,PDTY,A,2008,1.20609735555112,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,PDTY,A,2009,1.16077219180334,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,PDTY,A,2010,1.12549265608719,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,PDTY,A,2011,1.05569677968867,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,PDTY,A,2012,1.02233539825013,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,PDTY,A,2013,1.0025288961342,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,PDTY,A,2014,0.97332746635197,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,PDTY,A,2015,1,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,PDTY,A,2016,0.962720085822912,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,PDTY,A,2017,0.978160250180648,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,PDTY,A,2018,0.951208354868969,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,PDTY,A,2019,0.947772606576857,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,PDTY,A,2020,0.884586459590951,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,PDTY,A,2021,0.947515724006207,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,PDTY,A,2022,0.976515770351367,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,PDTY,A,2023,0.986237074021946,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,PDTY,A,2024,0.998970844020988,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,PDTY,A,2025,1.02116387129543,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,BSII,A,1995,-1431419750.54152,,XDC,0,EUR,,BOP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,BSII,A,1996,-1884956358.41988,,XDC,0,EUR,,BOP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,BSII,A,1997,-1544316303.34184,,XDC,0,EUR,,BOP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,BSII,A,1998,-1553325817.16293,,XDC,0,EUR,,BOP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,BSII,A,1999,-823050636.036268,,XDC,0,EUR,,BOP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,BSII,A,2000,-1210801617.9176,,XDC,0,EUR,,BOP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,BSII,A,2001,-2238201652.34137,,XDC,0,EUR,,BOP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,BSII,A,2002,386669850.039588,,XDC,0,EUR,,BOP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,BSII,A,2003,-1230342958.84402,,XDC,0,EUR,,BOP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,BSII,A,2004,-1596789879.48165,,XDC,0,EUR,,BOP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,BSII,A,2005,-2515242353.94285,,XDC,0,EUR,,BOP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,BSII,A,2006,-3933958216.65739,,XDC,0,EUR,,BOP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,BSII,A,2007,-6116858440.5,,XDC,0,EUR,,BOP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,BSII,A,2008,-7183716936.19485,,XDC,0,EUR,,BOP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,BSII,A,2009,-6742404241.0816,,XDC,0,EUR,,BOP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,BSII,A,2010,-4943845182.99254,,XDC,0,EUR,,BOP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,BSII,A,2011,-6711334857.59805,,XDC,0,EUR,,BOP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,BSII,A,2012,610351829.005792,,XDC,0,EUR,,BOP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,BSII,A,2013,-630219358.14751,,XDC,0,EUR,,BOP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,BSII,A,2014,1163154319.23713,,XDC,0,EUR,,BOP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,BSII,A,2015,21071499.9570274,,XDC,0,EUR,,BOP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,BSII,A,2016,-759324268.17892,,XDC,0,EUR,,BOP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,BSII,A,2017,-1006432462.47355,,XDC,0,EUR,,BOP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,BSII,A,2018,-1852155456.15288,,XDC,0,EUR,,BOP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,BSII,A,2019,-1607899613.46046,,XDC,0,EUR,,BOP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,BSII,A,2020,-254037625.370013,,XDC,0,EUR,,BOP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,BSII,A,2021,248832968.512428,,XDC,0,EUR,,BOP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,BSII,A,2022,-517278608.56513,,XDC,0,EUR,,BOP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,BSII,A,2023,-4507228615.90596,,XDC,0,EUR,,BOP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,BSII,A,2024,-2985377284.7005,,XDC,0,EUR,,BOP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,BSII,A,2025,-1085377284.7005,,XDC,0,EUR,,BOP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLGXQ,A,1995,0.308612191041454,,PT_B1GQ,0,,,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLGXQ,A,1996,1.41939391618701,,PT_B1GQ,0,,,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLGXQ,A,1997,1.73481129969973,,PT_B1GQ,0,,,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLGXQ,A,1998,1.02745059752529,,PT_B1GQ,0,,,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLGXQ,A,1999,1.35267329831484,,PT_B1GQ,0,,,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLGXQ,A,2000,2.44236794986571,,PT_B1GQ,0,,,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLGXQ,A,2001,0.534187332204072,,PT_B1GQ,0,,,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLGXQ,A,2002,-0.629508726251188,,PT_B1GQ,0,,,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLGXQ,A,2003,-3.03904476624173,,PT_B1GQ,0,,,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLGXQ,A,2004,-4.14782893290067,,PT_B1GQ,0,,,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLGXQ,A,2005,-1.5940390168152,,PT_B1GQ,0,,,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLGXQ,A,2006,-1.64508109735722,,PT_B1GQ,0,,,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLGXQ,A,2007,-2.38295173158294,,PT_B1GQ,0,,,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLGXQ,A,2008,-5.57377482743117,,PT_B1GQ,0,,,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLGXQ,A,2009,-10.4199732080686,,PT_B1GQ,0,,,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLGXQ,A,2010,-5.67275258339134,,PT_B1GQ,0,,,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLGXQ,A,2011,-3.33582216555948,,PT_B1GQ,0,,,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLGXQ,A,2012,-4.53231383698747,,PT_B1GQ,0,,,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLGXQ,A,2013,-9.86911594335033,,PT_B1GQ,0,,,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLGXQ,A,2014,-0.14331174253536,,PT_B1GQ,0,,,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLGXQ,A,2015,-2.62347840237139,,PT_B1GQ,0,,,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLGXQ,A,2016,3.13878627484467,,PT_B1GQ,0,,,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLGXQ,A,2017,3.56409204119307,,PT_B1GQ,0,,,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLGXQ,A,2018,4.01096694822891,,PT_B1GQ,0,,,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLGXQ,A,2019,3.57707268306099,,PT_B1GQ,0,,,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLGXQ,A,2020,-7.02247191011235,,PT_B1GQ,0,,,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLGXQ,A,2021,-4.66279640890838,,PT_B1GQ,0,,,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLGXQ,A,2022,-0.172515184786394,,PT_B1GQ,0,,,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLGXQ,A,2023,1.23442849264692,,PT_B1GQ,0,,,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLGXQ,A,2024,1.79031824837919,,PT_B1GQ,0,,,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLGXQ,A,2025,2.13762206546005,,PT_B1GQ,0,,,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NTR,A,1995,6143000000,,XDC,0,EUR,,BOP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NTR,A,1996,6312000000,,XDC,0,EUR,,BOP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NTR,A,1997,6615000000,,XDC,0,EUR,,BOP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NTR,A,1998,6855000000,,XDC,0,EUR,,BOP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NTR,A,1999,5868000000,,XDC,0,EUR,,BOP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NTR,A,2000,3552000000,,XDC,0,EUR,,BOP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NTR,A,2001,3858000000,,XDC,0,EUR,,BOP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NTR,A,2002,1281835165.22789,,XDC,0,EUR,,BOP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NTR,A,2003,1114314045.11627,,XDC,0,EUR,,BOP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NTR,A,2004,928590978.318059,,XDC,0,EUR,,BOP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NTR,A,2005,154039164.09601,,XDC,0,EUR,,BOP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NTR,A,2006,529647975.563859,,XDC,0,EUR,,BOP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NTR,A,2007,-917319117.764883,,XDC,0,EUR,,BOP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NTR,A,2008,-257973967.262602,,XDC,0,EUR,,BOP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NTR,A,2009,-969222721.288671,,XDC,0,EUR,,BOP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NTR,A,2010,-1704133566.74357,,XDC,0,EUR,,BOP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NTR,A,2011,-1511077494.2324,,XDC,0,EUR,,BOP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NTR,A,2012,-964931136.301076,,XDC,0,EUR,,BOP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NTR,A,2013,2316687150.27567,,XDC,0,EUR,,BOP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NTR,A,2014,-383198493.219677,,XDC,0,EUR,,BOP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NTR,A,2015,-582371678.964572,,XDC,0,EUR,,BOP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NTR,A,2016,-601138559.551344,,XDC,0,EUR,,BOP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NTR,A,2017,-677962495.717957,,XDC,0,EUR,,BOP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NTR,A,2018,-468476109.925962,,XDC,0,EUR,,BOP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NTR,A,2019,846636827.875203,,XDC,0,EUR,,BOP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NTR,A,2020,516457115.14734,,XDC,0,EUR,,BOP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NTR,A,2021,1131375475.50665,,XDC,0,EUR,,BOP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NTR,A,2022,200549784.494848,,XDC,0,EUR,,BOP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NTR,A,2023,597650448.271277,,XDC,0,EUR,,BOP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NTR,A,2024,1912650045.25492,,XDC,0,EUR,,BOP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NTR,A,2025,2612650045.25492,,XDC,0,EUR,,BOP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,EXCHEB,A,1995,95.39517395012,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,EXCHEB,A,1996,93.8456119287815,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,EXCHEB,A,1997,93.906460614393,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,EXCHEB,A,1998,91.0721196331056,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,EXCHEB,A,1999,92.1555818564845,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,EXCHEB,A,2000,86.3215924777257,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,EXCHEB,A,2001,87.2008603187728,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,EXCHEB,A,2002,89.380886470808,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,EXCHEB,A,2003,93.8447952624509,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,EXCHEB,A,2004,95.4486487740181,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,EXCHEB,A,2005,94.5123830183027,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,EXCHEB,A,2006,94.47982622056,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,EXCHEB,A,2007,95.6420476641461,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,EXCHEB,A,2008,97.6769256728309,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,EXCHEB,A,2009,99.5520769962572,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,EXCHEB,A,2010,96.450488473021,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,EXCHEB,A,2011,96.9699873886517,,IX,0,,2015,,2,,
